Name,Director,Production,Rated,Runtime,Year,imdbVotes,Actor1,Actor2,Actor3,Actor4,Genre1,Genre2,Genre3
Gerry,Gus Van Sant,FilmFour,R,Less than 2 hours,2002,"15,695",Casey Affleck, Matt Damon,,,Biography, Comedy, Drama
He Loves Me... He Loves Me Not,Laetitia Colombani,Samuel Goldwyn Company,PG-13,Less than 2 hours,2002,"16,690",Audrey Tautou, Samuel Le Bihan, Isabelle Carré, Sophie Guillemin,Drama, Romance,
Dennis the Menace,Nick Castle,Warner Home Video,PG,Less than 2 hours,1993,"46,519",Walter Matthau, Mason Gamble, Joan Plowright, Christopher Lloyd,Drama, War,
Q & A,Sidney Lumet,TriStar Pictures,R,More than 2 hours,1990,"4,125",Nick Nolte, Timothy Hutton, Armand Assante, Patrick O'Neal,Comedy, Drama,
Pillow Talk,Michael Gordon,Universal Pictures,APPROVED,Less than 2 hours,1959,"12,003",Rock Hudson, Doris Day, Tony Randall, Thelma Ritter,Mystery, Thriller,
Dark Blue,Ron Shelton,MGM Distribution Company,R,Less than 2 hours,2002,"17,746",Kurt Russell, Scott Speedman, Michael Michele, Brendan Gleeson,Drama, Music, Musical
Gods and Generals,Ron Maxwell,Warner Bros. Pictures,PG-13,More than 2 hours,2003,"13,519",Donzaleigh Abernathy, Mark Aldrich, George Allen, Keith Allison,Action, Adventure, Sci-Fi
Old School,Todd Phillips,DreamWorks SKG,R,Less than 2 hours,2003,"191,392",Luke Wilson, Will Ferrell, Vince Vaughn, Jeremy Piven,Horror,,
Stone Reader,Mark Moskowitz,Jet Films,PG-13,More than 2 hours,2002,518,Carl Brandt, Frank Conroy, Bruce Dobler, Robert C.S. Downs,Action, Thriller,
Spider,David Cronenberg,Sony Pictures Classics,R,Less than 2 hours,2002,"31,180",Ralph Fiennes, Miranda Richardson, Gabriel Byrne, Lynn Redgrave,Comedy, Sci-Fi,
American Heart,Martin Bell,Live Home Video,R,Less than 2 hours,1992,"2,574",John Boylan, Jeff Bridges, Edward Furlong, Greg Sevigny,Crime, Thriller,
Lady Jane,Trevor Nunn,Paramount Home Video,PG-13,More than 2 hours,1986,"5,197",Helena Bonham Carter, Cary Elwes, John Wood, Michael Hordern,Crime, Thriller,
Life Stinks,Mel Brooks,MGM,PG-13,Less than 2 hours,1991,"7,827",Mel Brooks, Lesley Ann Warren, Jeffrey Tambor, Stuart Pankin,Crime, Thriller,
Bringing Down the House,Adam Shankman,Touchstone Pictures,PG-13,Less than 2 hours,2003,"30,909",Steve Martin, Queen Latifah, Eugene Levy, Joan Plowright,Crime, Thriller,
Tears of the Sun,Antoine Fuqua,Columbia Pictures,R,More than 2 hours,2003,"97,555",Bruce Willis, Monica Bellucci, Cole Hauser, Eamonn Walker,Action, Crime, Thriller
Irreversible,Gaspar Noé,Mars Films,NOT RATED,Less than 2 hours,2002,"92,755",Monica Bellucci, Vincent Cassel, Albert Dupontel, Jo Prestia,Action, Drama, Thriller
Laurel Canyon,Lisa Cholodenko,Sony Pictures Classics,R,Less than 2 hours,2002,"13,412",Frances McDormand, Christian Bale, Kate Beckinsale, Natascha McElhone,Drama, Romance,
Nowhere in Africa,Caroline Link,Zeitgeist Films,R,More than 2 hours,2001,"11,021",Juliane Köhler, Merab Ninidze, Sidede Onyulo, Matthias Habich,Biography, Drama,
Bend It Like Beckham,Gurinder Chadha,Fox Searchlight Pictures,PG-13,Less than 2 hours,2002,"92,706",Parminder Nagra, Keira Knightley, Jonathan Rhys Meyers, Anupam Kher,Comedy, Drama, Romance
Spun,Jonas Åkerlund,Newmarket Films,R,Less than 2 hours,2002,"33,120",Jason Schwartzman, Mickey Rourke, Brittany Murphy, John Leguizamo,Comedy,,
King of Kings,Nicholas Ray,MGM Home Entertainment,PG-13,More than 2 hours,1961,"5,207",Jeffrey Hunter, Siobhan McKenna, Hurd Hatfield, Ron Randell,Fantasy, Mystery, Romance
Loving You,Hal Kanter,Paramount Pictures,APPROVED,Less than 2 hours,1957,"1,443",Elvis Presley, Lizabeth Scott, Wendell Corey, James Gleason,Biography, Drama, Romance
Two-Lane Blacktop,Monte Hellman,Universal Pictures,R,Less than 2 hours,1971,"8,787",James Taylor, Warren Oates, Laurie Bird, Dennis Wilson,Drama, Mystery, Romance
Bang the Drum Slowly,John D. Hancock,Paramount Pictures,PG,Less than 2 hours,1973,"4,630",Robert De Niro, Michael Moriarty, Vincent Gardenia, Phil Foster,Adventure, Comedy, Fantasy
Born Free,"James Hill, Tom McGowan",Sony Pictures Home Entertainment,PG,Less than 2 hours,1966,"4,880",Virginia McKenna, Bill Travers, Geoffrey Keen, Peter Lukoye,Comedy,,
Equus,Sidney Lumet,MGM Home Entertainment,R,More than 2 hours,1977,"6,202",Richard Burton, Peter Firth, Colin Blakely, Joan Plowright,Adventure, Drama,
Europa Europa,Agnieszka Holland,Orion Home Video,R,Less than 2 hours,1990,"12,501",Solomon Perel, Marco Hofschneider, René Hofschneider, Piotr Kozlowski,Comedy, Fantasy,
Green Card,Peter Weir,Touchstone Pictures,PG-13,Less than 2 hours,1990,"19,277",Gérard Depardieu, Andie MacDowell, Bebe Neuwirth, Gregg Edelman,Animation, Action, Adventure
Journey to the Center of the Earth,Eric Brevig,Warner Bros. Pictures,PG,Less than 2 hours,2008,"91,163",Brendan Fraser, Josh Hutcherson, Anita Briem, Seth Meyers,Comedy, Fantasy, Romance
Journey to the Center of the Earth,Eric Brevig,Warner Bros. Pictures,PG,Less than 2 hours,2008,"91,163",Brendan Fraser, Josh Hutcherson, Anita Briem, Seth Meyers,Biography, Drama, History
Journey to the Center of the Earth,Eric Brevig,Warner Bros. Pictures,PG,Less than 2 hours,2008,"91,163",Brendan Fraser, Josh Hutcherson, Anita Briem, Seth Meyers,Comedy, Fantasy, Romance
Journey to the Center of the Earth,Eric Brevig,Warner Bros. Pictures,PG,Less than 2 hours,2008,"91,163",Brendan Fraser, Josh Hutcherson, Anita Briem, Seth Meyers,Biography, Drama, History
Journey to the Center of the Earth,Eric Brevig,Warner Bros. Pictures,PG,Less than 2 hours,2008,"91,163",Brendan Fraser, Josh Hutcherson, Anita Briem, Seth Meyers,Comedy, Fantasy, Romance
Journey to the Center of the Earth,Eric Brevig,Warner Bros. Pictures,PG,Less than 2 hours,2008,"91,163",Brendan Fraser, Josh Hutcherson, Anita Briem, Seth Meyers,Biography, Drama, History
Journey to the Center of the Earth,Eric Brevig,Warner Bros. Pictures,PG,Less than 2 hours,2008,"91,163",Brendan Fraser, Josh Hutcherson, Anita Briem, Seth Meyers,Comedy, Fantasy, Romance
Journey to the Center of the Earth,Eric Brevig,Warner Bros. Pictures,PG,Less than 2 hours,2008,"91,163",Brendan Fraser, Josh Hutcherson, Anita Briem, Seth Meyers,Biography, Drama, History
One Good Cop,Heywood Gould,Hollywood Pictures,R,Less than 2 hours,1991,"3,169",Michael Keaton, Rene Russo, Anthony LaPaglia, Kevin Conway,Drama, Romance,
Ringu,Hideo Nakata,Omega Productions,UNRATED,Less than 2 hours,1998,"53,110",Nanako Matsushima, Miki Nakatani, Yûko Takeuchi, Hitomi Satô,Drama,,
Ringu 2,Hideo Nakata,Kadokawa Shoten Publishing Company,NOT RATED,Less than 2 hours,1999,"10,465",Miki Nakatani, Hitomi Satô, Kyoko Fukada, Fumiyo Kohinata,Action, Adventure, Comedy
Sweet Charity,Bob Fosse,MCA Universal Home Video,G,More than 2 hours,1969,"3,665",Shirley MacLaine, John McMartin, Ricardo Montalban, Sammy Davis Jr.,Action, Adventure, Comedy
Boat Trip,Mort Nathan,Artisan Entertainment,R,Less than 2 hours,2002,"27,147",Cuba Gooding Jr., Horatio Sanz, Roselyn Sanchez, Vivica A. Fox,Action, Adventure, Comedy
Dreamcatcher,Lawrence Kasdan,Warner Bros. Pictures,R,More than 2 hours,2003,"78,470",Morgan Freeman, Thomas Jane, Jason Lee, Damian Lewis,Action, Adventure, Comedy
Dreamcatcher,Lawrence Kasdan,Warner Bros. Pictures,R,More than 2 hours,2003,"78,470",Morgan Freeman, Thomas Jane, Jason Lee, Damian Lewis,Action, Crime, Thriller
Dreamcatcher,Lawrence Kasdan,Warner Bros. Pictures,R,More than 2 hours,2003,"78,470",Morgan Freeman, Thomas Jane, Jason Lee, Damian Lewis,Action, Adventure, Comedy
Dreamcatcher,Lawrence Kasdan,Warner Bros. Pictures,R,More than 2 hours,2003,"78,470",Morgan Freeman, Thomas Jane, Jason Lee, Damian Lewis,Action, Crime, Thriller
Dreamcatcher,Lawrence Kasdan,Warner Bros. Pictures,R,More than 2 hours,2003,"78,470",Morgan Freeman, Thomas Jane, Jason Lee, Damian Lewis,Action, Adventure, Comedy
Dreamcatcher,Lawrence Kasdan,Warner Bros. Pictures,R,More than 2 hours,2003,"78,470",Morgan Freeman, Thomas Jane, Jason Lee, Damian Lewis,Action, Crime, Thriller
Dreamcatcher,Lawrence Kasdan,Warner Bros. Pictures,R,More than 2 hours,2003,"78,470",Morgan Freeman, Thomas Jane, Jason Lee, Damian Lewis,Action, Adventure, Comedy
Dreamcatcher,Lawrence Kasdan,Warner Bros. Pictures,R,More than 2 hours,2003,"78,470",Morgan Freeman, Thomas Jane, Jason Lee, Damian Lewis,Action, Crime, Thriller
View from the Top,Bruno Barreto,Miramax Films,PG-13,Less than 2 hours,2003,"21,933",Gwyneth Paltrow, Christina Applegate, Mark Ruffalo, Candice Bergen,Animation, Comedy, Drama
I Am Curious (Yellow),Vilgot Sjöman,Sandrews,X,More than 2 hours,1967,"2,936",Lena Nyman, Vilgot Sjöman, Börje Ahlstedt, Peter Lindgren,Crime, Drama, Mystery
Wind,Carroll Ballard,Sony Pictures Home Entertainment,PG-13,More than 2 hours,1992,"2,080",Matthew Modine, Jennifer Grey, Cliff Robertson, Jack Thompson,Biography, Drama, Sport
Basic,John McTiernan,Sony Pictures Entertainment,R,Less than 2 hours,2003,"51,883",John Travolta, Connie Nielsen, Samuel L. Jackson, Tim Daly,Drama, History, War
Head of State,Chris Rock,DreamWorks SKG,PG-13,Less than 2 hours,2003,"15,514",Chris Rock, Bernie Mac, Dylan Baker, Nick Searcy,Drama, Musical, Romance
What a Girl Wants,Dennie Gordon,Warner Bros. Pictures,PG,Less than 2 hours,2003,"50,105",Amanda Bynes, Colin Firth, Kelly Preston, Eileen Atkins,Comedy, Drama, Mystery
Raising Victor Vargas,Peter Sollett,Fireworks Pictures,R,Less than 2 hours,2002,"4,851",Victor Rasuk, Donna Maldonado, Kevin Rivera, Krystal Rodriguez,Drama,,
Stevie,Steve James,Lions Gate Releasing,R,More than 2 hours,2002,"2,022",Steve James, Stephen Fielding, Tonya Gregory, Bernice Hagler,Drama, Romance,
Day for Night,François Truffaut,Warner Bros. Pictures,PG,Less than 2 hours,1973,"15,479",Jacqueline Bisset, Valentina Cortese, Dani, Alexandra Stewart,Adventure, Comedy, Crime
In a Lonely Place,Nicholas Ray,Columbia Pictures,APPROVED,Less than 2 hours,1950,"18,354",Humphrey Bogart, Gloria Grahame, Frank Lovejoy, Carl Benton Reid,Comedy, Mystery, Thriller
Wake of the Red Witch,Edward Ludwig,Republic Pictures Home Video,APPROVED,Less than 2 hours,1948,"1,904",John Wayne, Gail Russell, Gig Young, Adele Mara,Comedy, Drama,
Phone Booth,Joel Schumacher,20th Century Fox,R,Less than 2 hours,2002,"217,648",Colin Farrell, Kiefer Sutherland, Forest Whitaker, Radha Mitchell,Action, Adventure, Drama
Cowboy Bebop: The Movie,"Shinichirô Watanabe, Tensai Okamura, Yoshiyuki Takei, Hiroyuki Okiura",Destination Films,R,Less than 2 hours,2001,"33,948",Kôichi Yamadera, Unshô Ishizuka, Megumi Hayashibara, Aoi Tada,Action, Comedy, Crime
DysFunktional Family,George Gallo,Miramax Films,R,Less than 2 hours,2003,777,Eddie Griffin, Joe Howard, Matthew Brent, Robert Noble,Drama, Romance,
Anger Management,Peter Segal,Sony Pictures Entertainment,PG-13,Less than 2 hours,2003,"177,673",Adam Sandler, Jack Nicholson, Marisa Tomei, Luis Guzmán,Comedy, Drama, Fantasy
House of 1000 Corpses,Rob Zombie,Lions Gate Films Inc.,R,Less than 2 hours,2003,"63,552",Sid Haig, William Bassett, Karen Black, Erin Daniels,Action, Adventure, Fantasy
Lilya 4-Ever,Lukas Moodysson,Newmarket Films,R,Less than 2 hours,2002,"36,883",Oksana Akinshina, Artyom Bogucharskiy, Lyubov Agapova, Liliya Shinkaryova,Animation, Fantasy, Adventure
Bulletproof Monk,Paul Hunter,MGM/UA,PG-13,Less than 2 hours,2003,"43,244",Yun-Fat Chow, Seann William Scott, Jaime King, Karel Roden,Comedy, Fantasy, Musical
Chasing Papi,Linda Mendoza,20th Century Fox,PG,Less than 2 hours,2003,"3,515",Roselyn Sanchez, Sofía Vergara, Jaci Velasquez, Eduardo Verástegui,Drama, Mystery, Sci-Fi
Holes,Andrew Davis,Buena Vista Pictures,PG,Less than 2 hours,2003,"61,364",Sigourney Weaver, Jon Voight, Tim Blake Nelson, Shia LaBeouf,Action, Comedy,
Malibu's Most Wanted,John Whitesell,Warner Bros.,PG-13,Less than 2 hours,2003,"16,330",Jamie Kennedy, Taye Diggs, Anthony Anderson, Regina Hall,Adventure, Comedy, Family
Winged Migration,"Jacques Perrin, Jacques Cluzaud, Michel Debats",Sony Classic Pictures,G,Less than 2 hours,2001,"10,532",Philippe Labro, Jacques Perrin,,,Action, Comedy, Crime
Flickering Lights,Anders Thomas Jensen,Vanguard,NOT RATED,Less than 2 hours,2000,"15,651",Søren Pilmark, Ulrich Thomsen, Mads Mikkelsen, Nikolaj Lie Kaas,Comedy, Drama, Romance
Straw Dogs,Sam Peckinpah,Sony Pictures/Screen Gems,R,Less than 2 hours,1971,"46,903",Dustin Hoffman, Susan George, Peter Vaughan, T.P. McKenna,Comedy, Action, Crime
Beginning of the End,Bert I. Gordon,Republic Pictures (I),UNRATED,Less than 2 hours,1957,"1,847",Peter Graves, Peggie Castle, Morris Ankrum, Than Wyenn,Sci-Fi, Thriller,
Fahrenheit 451,François Truffaut,Universal Pictures,UNRATED,Less than 2 hours,1966,"34,296",Julie Christie, Oskar Werner, Cyril Cusack, Anton Diffring,Action, Biography, Drama
I Am Trying to Break Your Heart,Sam Jones,Cowboy,UNRATED,Less than 2 hours,2002,"1,795",Jeff Tweedy, John Stirratt, Leroy Bach, Glenn Kotche,Western, Comedy,
Legal Eagles,Ivan Reitman,MCA Universal Home Video,PG,Less than 2 hours,1986,"8,238",Robert Redford, Debra Winger, Daryl Hannah, Brian Dennehy,Documentary, Biography, Drama
Undercover Blues,Herbert Ross,MGM Home Entertainment,PG-13,Less than 2 hours,1993,"6,411",Kathleen Turner, Dennis Quaid, Fiona Shaw, Stanley Tucci,Drama, Romance,
Wildcats,Michael Ritchie,WARNER BROTHERS PICTURES,R,Less than 2 hours,1986,"9,987",Goldie Hawn, Swoosie Kurtz, Robyn Lively, Brandy Gold,Sci-Fi, Thriller,
Confidence,James Foley,Lions Gate Releasing,R,Less than 2 hours,2003,"31,096",Edward Burns, Rachel Weisz, Morris Chestnut, Leland Orser,Western,,
Identity,James Mangold,Columbia Pictures,R,Less than 2 hours,2003,"187,555",John Cusack, Ray Liotta, Amanda Peet, John Hawkes,Action, Adventure, Drama
Owning Mahowny,Richard Kwietniowski,Sony Pictures Classics,R,Less than 2 hours,2003,"10,903",Philip Seymour Hoffman, Minnie Driver, John Hurt, Maury Chaykin,Comedy, Drama, Romance
Daddy Day Care,Steve Carr,Sony Pictures,PG,Less than 2 hours,2003,"52,012",Eddie Murphy, Jeff Garlin, Steve Zahn, Regina King,Comedy,,
Man on the Train,Patrice Leconte,Paramount Classics,R,Less than 2 hours,2002,"6,189",Jean Rochefort, Johnny Hallyday, Jean-François Stévenin, Charlie Nelson,Drama, Musical, Romance
101 Reykjavík,Baltasar Kormákur,Menemsha,NOT RATED,Less than 2 hours,2000,"8,478",Victoria Abril, Hilmir Snær Guðnason, Hanna María Karlsdóttir, Þrúður Vilhjálmsdóttir,Drama, Musical, Romance
Breakin' 2: Electric Boogaloo,Sam Firstenberg,Cannon Pictures,PG,Less than 2 hours,1984,"2,882",Lucinda Dickey, Adolfo Quinones, Michael Chambers, Susie Coelho,Drama, Musical, Romance
Breakin',Joel Silberg,MGM Home Entertainment,PG,Less than 2 hours,1984,"4,695",Lucinda Dickey, Adolfo Quinones, Michael Chambers, Ben Lokey,Drama, Musical, Romance
Gunfight at the O.K. Corral,John Sturges,Paramount Pictures,APPROVED,More than 2 hours,1957,"10,846",Burt Lancaster, Kirk Douglas, Rhonda Fleming, Jo Van Fleet,Comedy, Romance,
High Society,Charles Walters,MGM Home Entertainment,APPROVED,Less than 2 hours,1956,"10,997",Bing Crosby, Grace Kelly, Frank Sinatra, Celeste Holm,Comedy, Crime, Thriller
Kiss Me Kate,George Sidney,Warner Brothers Classics,APPROVED,Less than 2 hours,1953,"4,464",Kathryn Grayson, Howard Keel, Ann Miller, Keenan Wynn,Comedy, Drama, Mystery
Down with Love,Peyton Reed,20th Century Fox,PG-13,Less than 2 hours,2003,"34,261",Renée Zellweger, Ewan McGregor, Sarah Paulson, David Hyde Pierce,Drama, Musical, Romance
Cinemania,"Angela Christlieb, Stephen Kijak",Wellspring,NOT RATED,Less than 2 hours,2002,"2,068",Jack Angstreich, Eric Chadbourne, Bill Heidbreder, Roberta Hill,Comedy, Drama,
Friends and Family,Kristen Coury,Here Films,NOT RATED,Less than 2 hours,2001,"1,313",Greg Lauren, Chris Gartin, Rebecca Creskoff, Edward Hibbert,Adventure, Comedy, Family
Bruce Almighty,Tom Shadyac,Universal Pictures,PG-13,Less than 2 hours,2003,"312,922",Jim Carrey, Morgan Freeman, Jennifer Aniston, Philip Baker Hall,Action, Drama, Thriller
Gigantic,Matt Aselton,First Independent Pictures,R,Less than 2 hours,2008,"8,661",Paul Dano, Zooey Deschanel, John Goodman, Edward Asner,Action, Sci-Fi, Sport
Gigantic,Matt Aselton,First Independent Pictures,R,Less than 2 hours,2008,"8,661",Paul Dano, Zooey Deschanel, John Goodman, Edward Asner,Drama, Mystery, Thriller
Gigantic,Matt Aselton,First Independent Pictures,R,Less than 2 hours,2008,"8,661",Paul Dano, Zooey Deschanel, John Goodman, Edward Asner,Action, Sci-Fi, Sport
Gigantic,Matt Aselton,First Independent Pictures,R,Less than 2 hours,2008,"8,661",Paul Dano, Zooey Deschanel, John Goodman, Edward Asner,Drama, Mystery, Thriller
Gigantic,Matt Aselton,First Independent Pictures,R,Less than 2 hours,2008,"8,661",Paul Dano, Zooey Deschanel, John Goodman, Edward Asner,Action, Sci-Fi, Sport
Gigantic,Matt Aselton,First Independent Pictures,R,Less than 2 hours,2008,"8,661",Paul Dano, Zooey Deschanel, John Goodman, Edward Asner,Drama, Mystery, Thriller
Gigantic,Matt Aselton,First Independent Pictures,R,Less than 2 hours,2008,"8,661",Paul Dano, Zooey Deschanel, John Goodman, Edward Asner,Action, Sci-Fi, Sport
Gigantic,Matt Aselton,First Independent Pictures,R,Less than 2 hours,2008,"8,661",Paul Dano, Zooey Deschanel, John Goodman, Edward Asner,Drama, Mystery, Thriller
Finding Nemo,"Andrew Stanton, Lee Unkrich",Walt Disney Pictures,G,Less than 2 hours,2003,"746,411",Albert Brooks, Ellen DeGeneres, Alexander Gould, Willem Dafoe,Action, Sci-Fi, Sport
Wrong Turn,Rob Schmidt,20th Century Fox Distribution,R,Less than 2 hours,2003,"91,459",Desmond Harrington, Eliza Dushku, Emmanuelle Chriqui, Jeremy Sisto,Action, Sci-Fi, Sport
Capturing the Friedmans,Andrew Jarecki,Magnolia,NOT RATED,Less than 2 hours,2003,"20,176",Arnold Friedman, Elaine Friedman, David Friedman, Seth Friedman,Action, Sci-Fi, Sport
2 Fast 2 Furious,John Singleton,Universal Pictures Distributio,PG-13,Less than 2 hours,2003,"205,069",Paul Walker, Tyrese Gibson, Eva Mendes, Cole Hauser,Comedy, Crime,
Love the Hard Way,Peter Sehr,Kino International,R,Less than 2 hours,2001,"2,206",Adrien Brody, Charlotte Ayanna, Jon Seda, August Diehl,Adventure, Comedy, Crime
Whale Rider,Niki Caro,Palm Pictures,PG-13,Less than 2 hours,2002,"35,289",Keisha Castle-Hughes, Rawiri Paratene, Vicky Haughton, Cliff Curtis,Comedy, Drama, Family
Nevada Smith,Henry Hathaway,Paramount Pictures,NOT RATED,More than 2 hours,1966,"5,817",Steve McQueen, Karl Malden, Brian Keith, Arthur Kennedy,Family, Musical,
Once a Thief,John Woo,Rim Film Distributors,R,Less than 2 hours,1991,"4,796",Yun-Fat Chow, Leslie Cheung, Cherie Chung, Kong Chu,Family, Drama,
Silk Stockings,Rouben Mamoulian,MGM Home Entertainment,APPROVED,Less than 2 hours,1957,"2,869",Fred Astaire, Cyd Charisse, Janis Paige, Peter Lorre,Comedy, Documentary,
Murder on a Sunday Morning,Jean-Xavier de Lestrade,Centre National de la Cinématographie,NOT RATED,Less than 2 hours,2001,"3,576",Ann Finnell, Patrick McGuinness, James Williams, Michael Glover,Comedy, Family, Fantasy
Car Wash,Michael Schultz,Universal Studios,PG,Less than 2 hours,1976,"5,045",Darrow Igus, Otis Day, James Spinks, Antonio Fargas,Drama, Horror, Thriller
Destry Rides Again,George Marshall,MCA Universal Home Video,APPROVED,Less than 2 hours,1939,"8,095",Marlene Dietrich, James Stewart, Mischa Auer, Charles Winninger,Comedy, Drama, Romance
Gay Purr-ee,Abe Levitow,Warner Bros.,APPROVED,Less than 2 hours,1962,"1,345",Judy Garland, Robert Goulet, Red Buttons, Paul Frees,Drama, War,
King Rat,Bryan Forbes,Columbia Pictures,APPROVED,More than 2 hours,1965,"3,196",George Segal, Tom Courtenay, James Fox, Patrick O'Neal,Crime, Drama, Thriller
Mr. & Mrs. Bridge,James Ivory,Miramax Films,PG-13,More than 2 hours,1990,"2,392",Paul Newman, Saundra McClain, Joanne Woodward, Margaret Welsh,Animation, Adventure, Family
Shenandoah,Andrew V. McLaglen,MCA Universal Home Video,APPROVED,Less than 2 hours,1965,"6,250",James Stewart, Doug McClure, Glenn Corbett, Patrick Wayne,Comedy, Crime, Mystery
Straight Talk,Barnet Kellman,Hollywood Pictures,PG,Less than 2 hours,1992,"2,772",Dolly Parton, James Woods, Griffin Dunne, Michael Madsen,Biography, Comedy, Drama
Oscar,John Landis,Touchstone Pictures,PG,Less than 2 hours,1991,"24,588",Peter Riegert, Chazz Palminteri, Joey Travolta, Paul Greco,Mystery, Thriller,
Two Mules for Sister Sara,Don Siegel,Universal Studios,M/PG,Less than 2 hours,1970,"18,220",Shirley MacLaine, Clint Eastwood, Manolo Fábregas, Alberto Morin,Comedy, Drama,
Winchester '73,Anthony Mann,Universal Pictures,APPROVED,Less than 2 hours,1950,"13,180",James Stewart, Shelley Winters, Dan Duryea, Stephen McNally,Comedy, Drama, Romance
Battle Cry,Raoul Walsh,WARNER BROTHERS PICTURES,APPROVED,More than 2 hours,1955,"1,707",Van Heflin, Aldo Ray, Mona Freeman, Nancy Olson,Comedy,,
This Boy's Life,Michael Caton-Jones,Warner Home Video,R,Less than 2 hours,1993,"37,277",Robert De Niro, Ellen Barkin, Leonardo DiCaprio, Jonah Blechman,Drama, Fantasy, Mystery
Barton Fink,"Joel Coen, Ethan Coen",20th Century Fox,R,Less than 2 hours,1991,"93,724",John Turturro, John Goodman, Judy Davis, Michael Lerner,Drama, Fantasy, Horror
Duel at Diablo,Ralph Nelson,MGM,APPROVED,Less than 2 hours,1966,"2,156",James Garner, Sidney Poitier, Bibi Andersson, Dennis Weaver,Comedy, Crime, Drama
From the Terrace,Mark Robson,Fox,APPROVED,More than 2 hours,1960,"1,987",Paul Newman, Joanne Woodward, Myrna Loy, Ina Balin,Comedy, Drama, Romance
"Heaven Knows, Mr. Allison",John Huston,Fox,APPROVED,Less than 2 hours,1957,"6,467",Deborah Kerr, Robert Mitchum,,,Animation, Action, Adventure
Music Box,Costa-Gavras,TriStar Pictures,PG-13,More than 2 hours,1989,"5,350",Jessica Lange, Armin Mueller-Stahl, Frederic Forrest, Donald Moffat,Drama, Romance,
Good Burger,Brian Robbins,Paramount Pictures,PG,Less than 2 hours,1997,"21,742",Kel Mitchell, Kenan Thompson, Sinbad, Abe Vigoda,Comedy, Romance,
Jubilee,Derek Jarman,Cinegate Ltd.,NOT RATED,Less than 2 hours,1978,"2,104",Jenny Runacre, Nell Campbell, Toyah Willcox, Jordan,Action, Drama, History
Mississippi Masala,Mira Nair,Sony Pictures Home Entertainment,R,Less than 2 hours,1991,"4,034",Denzel Washington, Sarita Choudhury, Roshan Seth, Sharmila Tagore,Horror, Thriller, Drama
Chisum,Andrew V. McLaglen,Warner Home Video,G,Less than 2 hours,1970,"7,059",John Wayne, Forrest Tucker, Christopher George, Ben Johnson,Animation, Adventure, Family
Half Moon Street,Bob Swaim,Nelson Entertainment,R,Less than 2 hours,1986,"2,121",Sigourney Weaver, Michael Caine, Patrick Kavanagh, Faith Kent,Drama, Romance,
Shattered,Mike Barker,Icon Pictures,R,Less than 2 hours,2007,"26,511",Pierce Brosnan, Maria Bello, Gerard Butler, Emma Karwandy,Horror,,
Thoroughly Modern Millie,George Roy Hill,Universal,G,More than 2 hours,1967,"4,721",Julie Andrews, James Fox, Mary Tyler Moore, Carol Channing,Comedy, Crime, Mystery
Dumb and Dumberer: When Harry Met Lloyd,Troy Miller,New Line Cinema,PG-13,Less than 2 hours,2003,"31,566",Timothy Stack, Mimi Rogers, Wayne Federman, Lucas Gregory,Comedy, Musical, Romance
Hollywood Homicide,Ron Shelton,Columbia Pictures,PG-13,Less than 2 hours,2003,"32,137",Harrison Ford, Josh Hartnett, Lena Olin, Bruce Greenwood,Drama, Film-Noir, Thriller
Murphy's War,Peter Yates,Paramount Pictures,PG-13,Less than 2 hours,1971,"2,413",Peter O'Toole, Siân Phillips, Philippe Noiret, Horst Janson,Action, Comedy, Crime
28 Days Later...,Danny Boyle,Fox Searchlight Pictures,R,Less than 2 hours,2002,"313,525",Alex Palmer, Bindu De Stoppani, Jukka Hiltunen, David Schneider,Comedy, Romance,
Charlie's Angels: Full Throttle,McG,Columbia Pictures,PG-13,Less than 2 hours,2003,"104,188",Cameron Diaz, Drew Barrymore, Lucy Liu, Bernie Mac,Adventure, Fantasy,
Fulltime Killer,"Johnnie To, Ka-Fai Wai",Palm Pictures,R,Less than 2 hours,2001,"5,792",Andy Lau, Takashi Sorimachi, Simon Yam, Kelly Lin,Music, Romance, Drama
Ali: Fear Eats the Soul,Rainer Werner Fassbinder,New Yorker Films,NOT RATED,Less than 2 hours,1974,"13,527",Brigitte Mira, El Hedi ben Salem, Irm Hermann, Elma Karlowa,Adventure, Comedy,
Made for Each Other,John Cromwell,Nostalgia Family Video,APPROVED,Less than 2 hours,1939,"2,471",Carole Lombard, James Stewart, Charles Coburn, Lucile Watson,Comedy, Fantasy, Horror
You Only Live Once,Fritz Lang,United Artists,PASSED,Less than 2 hours,1937,"4,152",Sylvia Sidney, Henry Fonda, Barton MacLane, Jean Dixon,Comedy, Horror, Thriller
Flight of the Intruder,John Milius,Paramount,PG-13,Less than 2 hours,1991,"5,031",Danny Glover, Willem Dafoe, Brad Johnson, Rosanna Arquette,Animation, Adventure, Comedy
Man's Favorite Sport?,Howard Hawks,MCA Universal Home Video,APPROVED,Less than 2 hours,1964,"3,715",Rock Hudson, Paula Prentiss, Maria Perschy, John McGiver,Action, Horror, Sci-Fi
Nuts,Martin Ritt,Warner Home Video,R,Less than 2 hours,1987,"4,882",Barbra Streisand, Richard Dreyfuss, Maureen Stapleton, Karl Malden,Action, Comedy, Crime
Scaramouche,George Sidney,Warner Home Video,APPROVED,Less than 2 hours,1952,"4,412",Stewart Granger, Eleanor Parker, Janet Leigh, Mel Ferrer,Comedy, Drama, Romance
